Step,agent_generation,avg_distance_between_agents,avg_knowledge_on_grid,avgcurrentAgentKnowledge,best_knowledge,constant_population,epsilon,error_imbalance,explored_percentage,explored_weighted_by_initial_knowledge,generation_params,harvest,initial_curiosity,mean_age,mean_prestige,number_agents,number_connection,size,step_limit,steps,stored_percentage,totalInitialKnowledge,total_initial_knowledge,use_distance
400.0,0,10.03157894736842,0.33563442230033336,0.2755060785947766,0.9545411490855822,0,0.1,5,0.99,0.9919535474024753,"{'seed': 31, 'initCellFunc': 'randominit'}",0.02,0.0,434.95,152.54189523173324,20,2,20,400,400,"[('explored_percentage', [[0.5, 51], [0.9, 179]]), ('explored_weighted_by_initial_knowledge', [[0.5, 54], [0.9, 182]]), ('percentage_knowledge_harvested', [[0.5, -1], [0.9, -1]])]",196.515766973902,196.515766973902,0
400.0,0,10.178947368421053,0.34315225267638183,0.2764718987395991,0.9087814251164792,0,0.1,5,1.0,0.9999999999999993,"{'seed': 32, 'initCellFunc': 'randominit'}",0.02,0.0,434.4,153.13557289890485,20,2,20,400,400,"[('explored_percentage', [[0.5, 43], [0.9, 177]]), ('explored_weighted_by_initial_knowledge', [[0.5, 44], [0.9, 180]]), ('percentage_knowledge_harvested', [[0.5, -1], [0.9, -1]])]",199.7652165394937,199.7652165394937,0
400.0,0,10.263157894736842,0.3582442408413785,0.3390758910473947,0.8847505291240001,0,0.1,5,1.0,1.0000000000000009,"{'seed': 33, 'initCellFunc': 'randominit'}",0.02,0.0,438.75,160.19352540644257,20,2,20,400,400,"[('explored_percentage', [[0.5, 47], [0.9, 168]]), ('explored_weighted_by_initial_knowledge', [[0.5, 45], [0.9, 169]]), ('percentage_knowledge_harvested', [[0.5, -1], [0.9, -1]])]",208.68280874734418,208.68280874734418,0
400.0,0,10.142105263157896,0.36457168494916387,0.2907848747296155,0.8826853689599633,0,0.1,5,1.0,0.9999999999999998,"{'seed': 34, 'initCellFunc': 'randominit'}",0.02,0.0,434.45,164.07831104921485,20,2,20,400,400,"[('explored_percentage', [[0.5, 45], [0.9, 187]]), ('explored_weighted_by_initial_knowledge', [[0.5, 44], [0.9, 190]]), ('percentage_knowledge_harvested', [[0.5, -1], [0.9, -1]])]",212.79941318342685,212.79941318342685,0
400.0,0,10.094736842105263,0.32820926329515027,0.30280519016267804,0.9548133856669356,0,0.1,5,0.995,0.9939024788531383,"{'seed': 35, 'initCellFunc': 'randominit'}",0.02,0.0,435.9,151.05822004757198,20,2,20,400,400,"[('explored_percentage', [[0.5, 41], [0.9, 186]]), ('explored_weighted_by_initial_knowledge', [[0.5, 41], [0.9, 191]]), ('percentage_knowledge_harvested', [[0.5, -1], [0.9, -1]])]",192.94012166400776,192.94012166400776,0
400.0,0,9.626315789473685,0.3550407497593044,0.2859327047356738,0.9120805143591749,0,0.1,5,0.99,0.9923331641100382,"{'seed': 36, 'initCellFunc': 'randominit'}",0.02,0.0,436.4,160.0525194069139,20,2,20,400,400,"[('explored_percentage', [[0.5, 50], [0.9, 179]]), ('explored_weighted_by_initial_knowledge', [[0.5, 46], [0.9, 183]]), ('percentage_knowledge_harvested', [[0.5, -1], [0.9, -1]])]",207.34385884531912,207.34385884531912,0
400.0,0,10.147368421052631,0.35772781197111914,0.3577195994501529,0.9370231883001734,0,0.1,5,0.995,0.9973062700155895,"{'seed': 37, 'initCellFunc': 'randominit'}",0.02,0.0,437.65,159.73251577538448,20,2,20,400,400,"[('explored_percentage', [[0.5, 54], [0.9, 198]]), ('explored_weighted_by_initial_knowledge', [[0.5, 52], [0.9, 195]]), ('percentage_knowledge_harvested', [[0.5, -1], [0.9, -1]])]",208.28807000289032,208.28807000289032,0
400.0,0,9.963157894736842,0.3567685138318565,0.3503956661474961,0.9721718390860473,0,0.1,5,0.985,0.9827157393892713,"{'seed': 38, 'initCellFunc': 'randominit'}",0.02,0.0,435.45,157.83097623625946,20,2,20,400,400,"[('explored_percentage', [[0.5, 45], [0.9, 194]]), ('explored_weighted_by_initial_knowledge', [[0.5, 48], [0.9, 185]]), ('percentage_knowledge_harvested', [[0.5, -1], [0.9, -1]])]",207.12821215978744,207.12821215978744,0
400.0,0,10.30526315789474,0.3419219013140028,0.2949252521693915,0.8692833310298822,0,0.1,5,0.9875,0.986045472446807,"{'seed': 39, 'initCellFunc': 'randominit'}",0.02,0.0,437.2,157.3527762964651,20,2,20,400,400,"[('explored_percentage', [[0.5, 44], [0.9, 163]]), ('explored_weighted_by_initial_knowledge', [[0.5, 44], [0.9, 161]]), ('percentage_knowledge_harvested', [[0.5, -1], [0.9, -1]])]",200.9943835037503,200.9943835037503,0
400.0,0,10.305263157894736,0.3355167782441214,0.41084099359462795,0.990017659029514,0,0.1,5,0.9975,0.9951639051882053,"{'seed': 0, 'initCellFunc': 'randominit'}",0.02,0.1,436.45,172.7435390759758,20,2,20,400,400,"[('explored_percentage', [[0.5, 44], [0.9, 150]]), ('explored_weighted_by_initial_knowledge', [[0.5, 42], [0.9, 147]]), ('percentage_knowledge_harvested', [[0.5, -1], [0.9, -1]])]",204.71427826743457,204.71427826743457,0
400.0,0,9.452631578947368,0.31244052735502814,0.3200660438952266,0.8890692428848014,0,0.1,5,0.9925,0.9992933952853242,"{'seed': 1, 'initCellFunc': 'randominit'}",0.02,0.1,434.65,164.7372783908,20,2,20,400,400,"[('explored_percentage', [[0.5, 43], [0.9, 173]]), ('explored_weighted_by_initial_knowledge', [[0.5, 41], [0.9, 169]]), ('percentage_knowledge_harvested', [[0.5, -1], [0.9, -1]])]",192.215916407644,192.215916407644,0
400.0,0,10.105263157894736,0.345488112651138,0.3383897823574002,0.9046428564855746,0,0.1,5,1.0,1.0000000000000002,"{'seed': 2, 'initCellFunc': 'randominit'}",0.02,0.1,436.95,180.54004825283673,20,2,20,400,400,"[('explored_percentage', [[0.5, 42], [0.9, 135]]), ('explored_weighted_by_initial_knowledge', [[0.5, 40], [0.9, 132]]), ('percentage_knowledge_harvested', [[0.5, -1], [0.9, -1]])]",211.88506067385802,211.88506067385802,0
400.0,0,10.11578947368421,0.33262827299843634,0.37312050661322493,0.8625563306100612,0,0.1,5,0.9875,0.994590122641884,"{'seed': 3, 'initCellFunc': 'randominit'}",0.02,0.1,437.9,164.2656653554002,20,2,20,400,400,"[('explored_percentage', [[0.5, 40], [0.9, 168]]), ('explored_weighted_by_initial_knowledge', [[0.5, 34], [0.9, 160]]), ('percentage_knowledge_harvested', [[0.5, -1], [0.9, -1]])]",200.09851954851746,200.09851954851746,0
400.0,0,9.86315789473684,0.33732242012205593,0.35532387867083276,0.8478399439448114,0,0.1,5,1.0,1.0,"{'seed': 4, 'initCellFunc': 'randominit'}",0.02,0.1,435.3,173.13993494576187,20,2,20,400,400,"[('explored_percentage', [[0.5, 48], [0.9, 150]]), ('explored_weighted_by_initial_knowledge', [[0.5, 45], [0.9, 148]]), ('percentage_knowledge_harvested', [[0.5, -1], [0.9, -1]])]",205.59832925117425,205.59832925117425,0
400.0,0,10.173684210526314,0.3280910006571077,0.33706139836129684,0.9701146233874749,0,0.1,5,0.9825,0.9744301999504539,"{'seed': 5, 'initCellFunc': 'randominit'}",0.02,0.1,439.85,165.07670705073082,20,2,20,400,400,"[('explored_percentage', [[0.5, 46], [0.9, 182]]), ('explored_weighted_by_initial_knowledge', [[0.5, 44], [0.9, 191]]), ('percentage_knowledge_harvested', [[0.5, -1], [0.9, -1]])]",198.6146480386516,198.6146480386516,0
400.0,0,9.999999999999998,0.3383546083614062,0.35842404470112527,0.8133238305382973,0,0.1,5,1.0,1.0000000000000009,"{'seed': 6, 'initCellFunc': 'randominit'}",0.02,0.1,439.35,175.21080783821267,20,2,20,400,400,"[('explored_percentage', [[0.5, 38], [0.9, 187]]), ('explored_weighted_by_initial_knowledge', [[0.5, 35], [0.9, 175]]), ('percentage_knowledge_harvested', [[0.5, -1], [0.9, -1]])]",206.85645878873083,206.85645878873083,0
