Step,AgentID,prestige,lastTileKnowledge,curiosity
2,17,0.009471284204811095,0.00468780733369438,0.852180954703853
2,18,0.007396964019671758,0.004577650846534058,0.2444006797260132
2,19,0.007609211060210028,0.0037661751712150643,0.592987536322968
2,20,0.006291556445815213,0.003114002685302479,0.6003274834930044
3,1,0.009507347507652076,0.0031053110278700356,0.7943518809157196
3,2,0.00956973462434466,0.004557987582852413,0.43748820602437366
3,3,0.014508833128235043,0.004706243217388867,0.6727994922127187
3,4,0.005785229334191276,0.0036514120456513986,0.4304302049952234
3,5,0.010620321095861746,0.004911818935092992,0.6236566903283316
3,6,0.008570439872177822,0.0004071632807502236,0.34074487274939713
3,7,0.003423126063657203,0.001118069062554883,0.5616102079916954
3,8,0.013224418021487622,0.00470541321935759,0.35746336092323927
3,9,0.010771056649594957,0.003330861065246646,0.5494300353603712
3,10,0.009183965287723219,0.0037209618079026936,0.5823886884978708
3,11,0.006389808202125062,0.0037165688800338387,0.7636433178947802
3,12,0.009983630895805319,0.0032608757693958065,0.6867433656048116
3,13,0.012605702394865392,0.0038137875503194466,0.27437282718438777
3,14,0.01446322614906631,0.004724011152755845,0.6962950415410684
3,15,0.005753026042243355,0.001968289409761536,0.3941497349041479
3,16,0.00903428321381602,0.002950797714103151,0.7882312258337112
3,17,0.013788885320039773,0.004317601115228678,0.852180954703853
3,18,0.011883061849275135,0.004486097829603377,0.2444006797260132
3,19,0.011300062728000791,0.003690851667790763,0.592987536322968
3,20,0.009343279077411643,0.0030517226315964294,0.6003274834930044
4,1,0.01255055231496471,0.003043204807312635,0.7943518809157196
4,2,0.011181465325178322,0.0016117307008336617,0.43748820602437366
4,3,0.019120951481276134,0.0046121183530410895,0.6727994922127187
4,4,0.009363613138929645,0.0035783838047383706,0.4304302049952234
4,5,0.015433903652252879,0.004813582556391132,0.6236566903283316
4,6,0.008969459887313042,0.0003990200151352191,0.34074487274939713
4,7,0.004518833744960989,0.0010957076813037853,0.5616102079916954
4,8,0.01783572297645806,0.004611304954970438,0.35746336092323927
4,9,0.01403530049353667,0.003264243843941713,0.5494300353603712
4,10,0.01283050785946786,0.0036465425717446395,0.5823886884978708
4,11,0.010032045704558224,0.003642237502433162,0.7636433178947802
4,12,0.013179289149813209,0.0031956582540078903,0.6867433656048116
4,13,0.01712557838084566,0.0045198759859802675,0.27437282718438777
4,14,0.019092757078767036,0.004629530929700728,0.6962950415410684
4,15,0.009858581937844809,0.0041055558956014536,0.3941497349041479
4,16,0.011926064973637107,0.002891781759821088,0.7882312258337112
4,17,0.018382936507060264,0.004594051187020492,0.852180954703853
4,18,0.016279437722286443,0.004396375873011309,0.2444006797260132
4,19,0.014917097362435738,0.0036170346344349476,0.592987536322968
4,20,0.012333967256376144,0.002990688178964501,0.6003274834930044
5,1,0.015532893026131093,0.0029823407111663823,0.7943518809157196
5,2,0.012293712708711026,0.0011122473835327047,0.43748820602437366
5,3,0.023550429947536797,0.004429478466260662,0.6727994922127187
5,4,0.012870429267573247,0.003506816128643603,0.4304302049952234
5,5,0.020151214557516187,0.004717310905263309,0.6236566903283316
5,6,0.011156106801380036,0.0021866469140669944,0.34074487274939713
5,7,0.005592627272638698,0.0010737935276777097,0.5616102079916954
5,8,0.022354801832329088,0.004519078855871029,0.35746336092323927
5,9,0.01723425946059955,0.0031989589670628786,0.5494300353603712
5,10,0.016404119579777606,0.0035736117203097467,0.5823886884978708
5,11,0.013130718804381191,0.0030986730998229673,0.7636433178947802
5,12,0.015829121746792824,0.002649832596979613,0.6867433656048116
5,13,0.02086309018015872,0.003737511799313058,0.27437282718438777
5,14,0.02362969738987375,0.004536940311106713,0.6962950415410684
5,15,0.013882026715534233,0.004023444777689424,0.3941497349041479
5,16,0.014760011098261774,0.002833946124624666,0.7882312258337112
5,17,0.022885106670340348,0.004502170163280082,0.852180954703853
5,18,0.01680405612081,0.0005246183985235554,0.2444006797260132
5,19,0.01879928253010098,0.003882185167665244,0.592987536322968
5,20,0.015264841671761354,0.0029308744153852106,0.6003274834930044
6,1,0.01874543679200276,0.003212543765871668,0.7943518809157196
6,2,0.013873208795528015,0.0015794960868169884,0.43748820602437366
6,3,0.026920131768141804,0.0033697018206050077,0.6727994922127187
6,4,0.01715203977799698,0.004281610510423733,0.4304302049952234
6,5,0.02477417924467423,0.004622964687158043,0.6236566903283316
6,6,0.013299020777165691,0.0021429139757856543,0.34074487274939713
6,7,0.006393198149184472,0.0008005708765457742,0.5616102079916954
6,8,0.025998013319058932,0.0036432114867298426,0.35746336092323927
6,9,0.020921506159389217,0.0036872466987896662,0.5494300353603712
6,10,0.019906259065681157,0.003502139485903552,0.5823886884978708
6,11,0.0161674184422077,0.003036699637826508,0.7636433178947802
6,12,0.018425957691832844,0.0025968359450400207,0.6867433656048116
6,13,0.024389692588717683,0.0035266024085589664,0.27437282718438777
6,14,0.02807589889475833,0.004446201504884579,0.6962950415410684
6,15,0.017825002597669868,0.003942975882135636,0.3941497349041479
6,16,0.017537278300393946,0.0027772672021321725,0.7882312258337112
6,17,0.02729723343035483,0.00441212676001448,0.852180954703853
6,18,0.02111250447636108,0.004308448355551083,0.2444006797260132
6,19,0.02260382399441292,0.003804541464311939,0.592987536322968
6,20,0.01813709859883886,0.0028722569270775065,0.6003274834930044
7,1,0.021893729682556994,0.0031482928905542345,0.7943518809157196
7,2,0.015421114960608663,0.0015479061650806485,0.43748820602437366
7,3,0.031140843519798723,0.00422071175165692,0.6727994922127187
7,4,0.02134801807821224,0.004195978300215258,0.4304302049952234
7,5,0.02930468463808911,0.004530505393414882,0.6236566903283316
7,6,0.016522359532930013,0.0032233387557643206,0.34074487274939713
7,7,0.010688616353549712,0.00429541820436524,0.5616102079916954
7,8,0.029809171738882253,0.003811158419823321,0.35746336092323927
7,9,0.02453500792420309,0.0036135017648138727,0.5494300353603712
7,10,0.023338355761866637,0.0034320966961854807,0.5823886884978708
7,11,0.019143384087277678,0.002975965645069978,0.7636433178947802
7,12,0.021557702780760576,0.0031317450889277324,0.6867433656048116
7,13,0.02934316112907203,0.004953468540354346,0.27437282718438777
7,14,0.032433176369545215,0.0043572774747868874,0.6962950415410684
7,15,0.02168911896216279,0.003864116364492923,0.3941497349041479
7,16,0.022306385726484284,0.004769107426090337,0.7882312258337112
7,17,0.03162111765516902,0.00432388422481419,0.852180954703853
7,18,0.02533478386480114,0.004222279388440061,0.2444006797260132
7,19,0.026406652874122378,0.0038028288797094583,0.592987536322968
7,20,0.020951910387374817,0.002814811788535956,0.6003274834930044
8,1,0.024979056715300145,0.00308532703274315,0.7943518809157196
8,2,0.016938063002387697,0.0015169480417790355,0.43748820602437366
8,3,0.0352771410364225,0.004136297516623782,0.6727994922127187
8,4,0.025460076812423193,0.004112058734210953,0.4304302049952234
8,5,0.03374457992363569,0.004439895285546584,0.6236566903283316
8,6,0.019681231513579048,0.003158871980649034,0.34074487274939713
8,7,0.014898126193827646,0.004209509840277935,0.5616102079916954
8,8,0.03354410699030911,0.0037349352514268546,0.35746336092323927
8,9,0.028076239653720685,0.0035412317295175954,0.5494300353603712
8,10,0.02588325498800586,0.0025448992261392204,0.5823886884978708
8,11,0.022059830419446255,0.0029164463321685783,0.7636433178947802
8,12,0.024626812967909754,0.0030691101871491776,0.6867433656048116
8,13,0.03279923148945982,0.0034560703603877868,0.27437282718438777
8,14,0.03670330829483637,0.004270131925291149,0.6962950415410684
8,15,0.025475952999365857,0.0037868340372030646,0.3941497349041479
8,16,0.026980111004052815,0.004673725277568531,0.7882312258337112
8,17,0.03585852419548693,0.004237406540317906,0.852180954703853
8,18,0.0294726176654724,0.00413783380067126,0.2444006797260132
8,19,0.030135103509148078,0.0037284506350257003,0.592987536322968
8,20,0.023710425940140053,0.002758515552765237,0.6003274834930044
9,1,0.0279017506122432,0.0029226938969430546,0.7943518809157196
9,2,0.021404890833583063,0.004466827831195365,0.43748820602437366
9,3,0.039330712602713806,0.004053571566291306,0.6727994922127187
9,4,0.028896756618493925,0.0034366798060707308,0.4304302049952234
9,5,0.03809567730347135,0.0043510973798356525,0.6236566903283316
9,6,0.0227769260546151,0.003095694541036053,0.34074487274939713
9,7,0.01902344583730002,0.004125319643472377,0.5616102079916954
9,8,0.03720434353670743,0.0036602365463983175,0.35746336092323927
9,9,0.031546646748647926,0.0034704070949272436,0.5494300353603712
9,10,0.028377256229622297,0.002494001241616436,0.5823886884978708
9,11,0.025629223171830754,0.0035693927523844987,0.7636433178947802
9,12,0.02763454095131595,0.003007727983406194,0.6867433656048116
9,13,0.03765363065900708,0.00485439916954726,0.27437282718438777
9,14,0.0408880375816217,0.004184729286785326,0.6962950415410684
9,15,0.029187050355824862,0.0037110973564590034,0.3941497349041479
9,16,0.031560361776069974,0.00458025077201716,0.7882312258337112
9,17,0.040011182604998474,0.004152658409511548,0.852180954703853
9,18,0.033527694790130236,0.004055077124657834,0.2444006797260132
9,19,0.03378898513147326,0.003653881622325186,0.592987536322968
9,20,0.026413771181849986,0.002703345241709932,0.6003274834930044
10,1,0.030925371104331488,0.0030236204920882867,0.7943518809157196
10,2,0.024871081781733806,0.003466190948150743,0.43748820602437366
10,3,0.043303212737679286,0.00397250013496548,0.6727994922127187
10,4,0.032264702828443244,0.003367946209949316,0.4304302049952234
10,5,0.042359752735710285,0.004264075432238939,0.6236566903283316
10,6,0.025810706704830433,0.003033780650215332,0.34074487274939713
10,7,0.02306625908790295,0.004042813250602929,0.5616102079916954
10,8,0.04079137535217778,0.003587031815470351,0.35746336092323927
10,9,0.034947645701676626,0.0034009989530286986,0.5494300353603712
10,10,0.030821377446406405,0.002444121216784107,0.5823886884978708
10,11,0.029127228069167562,0.0034980048973368085,0.7636433178947802
10,12,0.03058211437505402,0.00294757342373807,0.6867433656048116
10,13,0.04241094184516339,0.0047573111861563145,0.27437282718438777
10,14,0.044989072282671315,0.004101034701049619,0.6962950415410684
10,15,0.032672231248492264,0.0034851808926674036,0.3941497349041479
10,16,0.03604900753264679,0.004488645756576817,0.7882312258337112
10,17,0.04408078784631979,0.004069605241321317,0.852180954703853
10,18,0.035488410473394905,0.001960715683264669,0.2444006797260132
10,19,0.03751575743358853,0.003726772302115269,0.592987536322968
10,20,0.02906304951872572,0.002649278336875733,0.6003274834930044
11,1,0.03436573399869056,0.003440362894359073,0.7943518809157196
11,2,0.029248573056305262,0.004377491274571457,0.43748820602437366
11,3,0.04719626286994546,0.0038930501322661706,0.6727994922127187
11,4,0.03556529011419357,0.0033005872857503294,0.4304302049952234
11,5,0.046538546659304444,0.0041787939235941604,0.6236566903283316
11,6,0.028192704392505916,0.0023819976876754824,0.34074487274939713
11,7,0.027028216073493823,0.00396195698559087,0.5616102079916954
11,8,0.044306666531338725,0.003515291179160944,0.35746336092323927
11,9,0.03828062467564475,0.003332978973968125,0.5494300353603712
11,10,0.03321661623885483,0.002395238792448425,0.5823886884978708
11,11,0.03329469460562389,0.0041674665364563315,0.7636433178947802
11,12,0.03347073633031733,0.0028886219552633086,0.6867433656048116
11,13,0.04536692611687809,0.002955984271714703,0.27437282718438777
11,14,0.049008086289699944,0.004019014007028627,0.6962950415410684
11,15,0.03608770852330632,0.0034154772748140553,0.3941497349041479
11,16,0.04044788037409207,0.0043988728414452805,0.7882312258337112
11,17,0.046965070001559375,0.002884282155239589,0.852180954703853
11,18,0.03740991184299428,0.0019215013695993753,0.2444006797260132
11,19,0.041167994289661496,0.0036522368560729635,0.592987536322968
11,20,0.03200619457509265,0.002943145056366928,0.6003274834930044
12,1,0.03773728963516246,0.0033715556364718917,0.7943518809157196
12,2,0.033538514505385295,0.004289941449080029,0.43748820602437366
12,3,0.051011451999566304,0.003815189129620847,0.6727994922127187
12,4,0.039595107673720306,0.004029817559526735,0.4304302049952234
12,5,0.05063376470442672,0.004095218045122277,0.6236566903283316
12,6,0.030417388130781636,0.002224683738275719,0.34074487274939713
12,7,0.030910933919372875,0.0038827178458790525,0.5616102079916954
12,8,0.04787701378833397,0.0035703472569952456,0.35746336092323927
12,9,0.04154694407013351,0.003266319394488762,0.5494300353603712
12,10,0.03556395025545429,0.0023473340165994566,0.5823886884978708
12,11,0.037378811811351095,0.004084117205727205,0.7636433178947802
12,12,0.03630158584647537,0.0028308495161580424,0.6867433656048116
12,13,0.048430477706135455,0.003063551589257364,0.27437282718438777
12,14,0.052946720016588,0.0039386337268880545,0.6962950415410684
12,15,0.03943487625262409,0.003347167729317774,0.3941497349041479
12,16,0.044758775758708444,0.004310895384616375,0.7882312258337112
12,17,0.049791666513694176,0.0028265965121347975,0.852180954703853
12,18,0.03929298318520167,0.001883071342207388,0.2444006797260132
12,19,0.0455966915684151,0.004428697278753608,0.592987536322968
12,20,0.03484990743773392,0.0028437128626412687,0.6003274834930044
13,1,0.04104141415890491,0.003304124523742454,0.7943518809157196
13,2,0.03774265712548372,0.004204142620098428,0.43748820602437366
13,3,0.054750337346594735,0.0037388853470284302,0.6727994922127187
13,4,0.043544328882056504,0.0039492212083362,0.4304302049952234
13,5,0.054647078388646554,0.004013313684219831,0.6236566903283316
13,6,0.03548787219774349,0.005070484066961856,0.34074487274939713
13,7,0.034715997408334344,0.0038050634889614716,0.5616102079916954
13,8,0.051321999143911695,0.003444985355577725,0.35746336092323927
13,9,0.0447479370767325,0.003200993006598987,0.5494300353603712
13,10,0.037818329844996404,0.002254379589542118,0.5823886884978708
13,11,0.04138124667296376,0.004002434861612661,0.7636433178947802
13,12,0.03860197318274284,0.0023003873362674675,0.6867433656048116
13,13,0.05143275826360767,0.003002280557472217,0.27437282718438777
13,14,0.056806581068938294,0.0038598610523502934,0.6962950415410684
13,15,0.043071751661953914,0.0036368754093298234,0.3941497349041479
13,16,0.04898345323563249,0.004224677476924047,0.7882312258337112
13,17,0.05238795928383239,0.0025962927701382184,0.852180954703853
13,18,0.04113839310056491,0.0018454099153632402,0.2444006797260132
13,19,0.049936814901593636,0.004340123333178536,0.592987536322968
13,20,0.039097711976083416,0.0042478045383495,0.6003274834930044
14,1,0.044279456192172516,0.003238042033267605,0.7943518809157196
14,2,0.04186271689318018,0.004120059767696459,0.43748820602437366
14,3,0.0584144449866826,0.0036641076400878614,0.6727994922127187
14,4,0.04741456566622598,0.003870236784169476,0.4304302049952234
14,5,0.05858012579918199,0.003933047410535434,0.6236566903283316
14,6,0.04045694658336611,0.004969074385622619,0.34074487274939713
14,7,0.03844495962751659,0.003728962219182242,0.5616102079916954
14,8,0.054698084792377866,0.0033760856484661705,0.35746336092323927
14,9,0.04788291686445412,0.003134979787721621,0.5494300353603712
14,10,0.04118178460725817,0.003363454762261771,0.5823886884978708
14,11,0.04530363283734416,0.003922386164380408,0.7636433178947802
14,12,0.041376205708577724,0.0027742325258348815,0.6867433656048116
14,13,0.054374993209930444,0.0029422349463227725,0.27437282718438777
14,14,0.058797380888348294,0.0019907998194100014,0.6962950415410684
14,15,0.04616466340284622,0.0030929117408923126,0.3941497349041479
14,16,0.05140270556832127,0.0024192523326887825,0.7882312258337112
14,17,0.054932326198567846,0.002544366914735454,0.852180954703853
14,18,0.04294689481762089,0.0018085017170559753,0.2444006797260132
14,19,0.054190135768108605,0.004253320866514965,0.592987536322968
14,20,0.043260560423665925,0.00416284844758251,0.6003274834930044
15,1,0.04745273738477477,0.0031732811926022527,0.7943518809157196
15,2,0.045259584022367905,0.003396867129187728,0.43748820602437366
15,3,0.062005270473968706,0.003590825487286104,0.6727994922127187
15,4,0.05064914120626131,0.003234575540035323,0.4304302049952234
15,5,0.06243451226150672,0.0038543864623247254,0.6236566903283316
15,6,0.04539438193095951,0.004937435347593394,0.34074487274939713
15,7,0.04209934260231518,0.003654382974798597,0.5616102079916954
15,8,0.05800664872787471,0.003308563935496847,0.35746336092323927
15,9,0.051491787490316805,0.003608870625862686,0.5494300353603712
15,10,0.04590417940085769,0.004722394793599518,0.5823886884978708
15,11,0.04914757127843696,0.0038439384410927993,0.7636433178947802
15,12,0.04409495358389591,0.002718747875318184,0.6867433656048116
15,13,0.056033253273698076,0.001658260063767634,0.27437282718438777
15,14,0.06258004471965158,0.0037826638313032874,0.6962950415410684
15,15,0.051010855198887234,0.0048461917960410114,0.3941497349041479
15,16,0.055542889495706835,0.0041401839273855654,0.7882312258337112
15,17,0.05742580577500859,0.0024934795764407452,0.852180954703853
15,18,0.044719226500335746,0.0017723316827148558,0.2444006797260132
15,19,0.05855867787779833,0.004368542109689727,0.592987536322968
15,20,0.04734015190229678,0.00407959147863086,0.6003274834930044
16,1,0.05041588546702129,0.002963148082246521,0.7943518809157196
16,2,0.04929724259471043,0.00403765857234253,0.43748820602437366
16,3,0.06552427945150908,0.0035190089775403817,0.6727994922127187
16,4,0.05381902523549593,0.0031698840292346164,0.4304302049952234
16,5,0.06621181099458495,0.0037772987330782306,0.6236566903283316
16,6,0.050233068571601036,0.004838686640641526,0.34074487274939713
16,7,0.045680637917617804,0.003581295315302625,0.5616102079916954
16,8,0.061249041384661626,0.00324239265678691,0.35746336092323927
16,9,0.05502848070366224,0.003536693213345432,0.5494300353603712
16,10,0.050532126298585216,0.004627946897727528,0.5823886884978708
16,11,0.052914630950707905,0.0037670596722709435,0.7636433178947802
16,12,0.04675932650170773,0.0026643729178118204,0.6867433656048116
16,13,0.057658348136190356,0.0016250948624922813,0.27437282718438777
16,14,0.06738257935427233,0.004802534634620762,0.6962950415410684
16,15,0.05576012315900743,0.004749267960120191,0.3941497349041479
16,16,0.05960026974454469,0.004057380248837854,0.7882312258337112
16,17,0.06019587035690069,0.0027700645818921014,0.852180954703853
16,18,0.047499383235590116,0.0027801567352543706,0.2444006797260132
16,19,0.06283984914529427,0.004281171267495933,0.592987536322968
16,20,0.05133815155135503,0.003997999649058243,0.6003274834930044
17,1,0.05328012548602548,0.0028642400190041933,0.7943518809157196
17,2,0.0518382208597862,0.0025409782650757636,0.43748820602437366
17,3,0.06897290824949866,0.0034486287979895737,0.6727994922127187
17,4,0.057611857283982014,0.003792832048486086,0.4304302049952234
17,5,0.0697669798192623,0.0035551688246773516,0.6236566903283316
17,6,0.05497498147942973,0.004741912907828695,0.34074487274939713
17,7,0.048944762229288646,0.0032641243116708425,0.5616102079916954
17,8,0.0644265861883128,0.003177544803651172,0.35746336092323927
17,9,0.05849444005274076,0.0034659593490785233,0.5494300353603712
17,10,0.055067514258358194,0.004535387959772977,0.5823886884978708
17,11,0.05660634942953343,0.0036917184788255245,0.7636433178947802
17,12,0.04937041196116331,0.002611085459455584,0.6867433656048116
17,13,0.059250941101432794,0.0015925929652424356,0.27437282718438777
17,14,0.07208906329620068,0.004706483941928347,0.6962950415410684
17,15,0.05879117666508189,0.0030310535060744663,0.3941497349041479
17,16,0.06357650238840579,0.003976232643861097,0.7882312258337112
17,17,0.06291053364715495,0.0027146632902542594,0.852180954703853
17,18,0.0502239368361394,0.0027245536005492833,0.2444006797260132
17,19,0.06700810359447894,0.004168254449184666,0.592987536322968
17,20,0.05525619120743211,0.003918039656077078,0.6003274834930044
18,1,0.05608708070464959,0.0028069552186241096,0.7943518809157196
18,2,0.05432837955956045,0.0024901586997742482,0.43748820602437366
18,3,0.07235256447152844,0.003379656222029782,0.6727994922127187
18,4,0.06132883269149838,0.0037169754075163644,0.4304302049952234
18,5,0.07325104526744611,0.0034840654481838045,0.6236566903283316
18,6,0.059844674377339896,0.0048696928979101665,0.34074487274939713
18,7,0.05332089542430474,0.0043761331950160935,0.5616102079916954
18,8,0.06754058009589095,0.0031139939075781487,0.35746336092323927
18,9,0.06189108021483771,0.003396640162096953,0.5494300353603712
18,10,0.05951219445893571,0.004444680200577518,0.5823886884978708
18,11,0.060224233538782444,0.003617884109249014,0.7636433178947802
18,12,0.05192927571142979,0.002558863750266472,0.6867433656048116
18,13,0.060811682207370384,0.0015607411059375869,0.27437282718438777
18,14,0.07687219300402504,0.0047831297078243466,0.6962950415410684
18,15,0.06235531456622512,0.003564137901143227,0.3941497349041479
18,16,0.06747321037938966,0.003896707990983875,0.7882312258337112
18,17,0.06557090367160412,0.002660370024449174,0.852180954703853
18,18,0.052893999364677695,0.0026700625285382977,0.2444006797260132
18,19,0.07109299295467991,0.004084889360200973,0.592987536322968
18,20,0.05909587007038765,0.0038396788629555365,0.6003274834930044
19,1,0.05883789681890122,0.0027508161142516274,0.7943518809157196
19,2,0.056768735085339216,0.0024403555257787634,0.43748820602437366
19,3,0.07566462756911763,0.0033120630975891864,0.6727994922127187
19,4,0.06497146859086442,0.003642635899366037,0.4304302049952234
19,5,0.07666542940666624,0.0034143841392201284,0.6236566903283316
19,6,0.06449174902701202,0.004647074649672121,0.34074487274939713
19,7,0.05760950595542051,0.004288610531115771,0.5616102079916954
19,8,0.07059229412531753,0.003051714029426586,0.35746336092323927
19,9,0.06521978757369272,0.0033287073588550136,0.5494300353603712
19,10,0.06386798105550168,0.004355786596565967,0.5823886884978708
19,11,0.06376975996584648,0.0035455264270640337,0.7636433178947802
19,12,0.05443696218669093,0.0025076864752611424,0.6867433656048116
19,13,0.0636950724547667,0.002883390247396317,0.27437282718438777
19,14,0.080366680952659,0.0034944879486339723,0.6962950415410684
19,15,0.06563553894095654,0.0032802243747314186,0.3941497349041479
19,16,0.07129198421055385,0.0038187738311641975,0.7882312258337112
19,17,0.06955911680809901,0.00398821313649489,0.852180954703853
19,18,0.055510660642645225,0.0026166612779675315,0.2444006797260132
19,19,0.07528854079682593,0.004195547842146014,0.592987536322968
19,20,0.06188270867577609,0.002786838605388443,0.6003274834930044
20,1,0.061533696610867814,0.0026957997919665948,0.7943518809157196
20,2,0.06067395377254266,0.003905218687203441,0.43748820602437366
20,3,0.07891044940475503,0.0032458218356374025,0.6727994922127187
20,4,0.06854125177224313,0.0035697831813787163,0.4304302049952234
20,5,0.08001152586310196,0.003346096456435726,0.6236566903283316
20,6,0.0690458821836907,0.004554133156678679,0.34074487274939713
20,7,0.06181234427591397,0.004202838320493456,0.5616102079916954
20,8,0.07358297387415559,0.002990679748838054,0.35746336092323927
20,9,0.06848192078537063,0.0032621332116779134,0.5494300353603712
20,10,0.06813665192013632,0.004268670864634647,0.5823886884978708
20,11,0.06724437586436924,0.003474615898522753,0.7636433178947802
20,12,0.056646254184442205,0.0022092919977512756,0.6867433656048116
20,13,0.06855097820639725,0.004855905751630549,0.27437282718438777
20,14,0.08379127914232029,0.003424598189661293,0.6962950415410684
20,15,0.06912839408407691,0.0034928551431203624,0.3941497349041479
20,16,0.07503438256509477,0.0037423983545409136,0.7882312258337112
20,17,0.07379036590102311,0.0042312490929241045,0.852180954703853
20,18,0.058074988695053405,0.002564328052408181,0.2444006797260132
20,19,0.07940017768212902,0.004111636885303094,0.592987536322968
20,20,0.06461381050905676,0.002731101833280674,0.6003274834930044
21,1,0.06417558040699507,0.002641883796127263,0.7943518809157196
21,2,0.06450106808600203,0.003827114313459372,0.43748820602437366
21,3,0.08209135480367968,0.0031809053989246545,0.6727994922127187
21,4,0.07203963928999427,0.003498387517751142,0.4304302049952234
21,5,0.08329070039040898,0.003279174527307011,0.6236566903283316
21,6,0.07381818122364267,0.004772299039951963,0.34074487274939713
21,7,0.06593112582999755,0.0041187815540835865,0.5616102079916954
21,8,0.07556253507674539,0.0019795612025898007,0.35746336092323927
21,9,0.07167881133281499,0.003196890547444355,0.5494300353603712
21,10,0.07231994936747828,0.004183297447341954,0.5823886884978708
21,11,0.07067242066375931,0.0034280447993900722,0.7636433178947802
21,12,0.05881136034223845,0.00216510615779625,0.6867433656048116
21,13,0.07330976584299519,0.004758787636597938,0.27437282718438777
21,14,0.08541239909434649,0.0016211199520262043,0.6962950415410684
21,15,0.07209882652002989,0.002970432435952977,0.3941497349041479
21,16,0.07870193295254486,0.0036675503874500953,0.7882312258337112
21,17,0.07793699001208873,0.004146624111065623,0.852180954703853
21,18,0.06058803018641342,0.002513041491360017,0.2444006797260132
21,19,0.08342958182972605,0.004029404147597032,0.592987536322968
21,20,0.06729029030567182,0.0026764797966150606,0.6003274834930044
22,1,0.06554940242473208,0.001373822017737009,0.7943518809157196
22,2,0.06825164011319222,0.0037505720271901848,0.43748820602437366
22,3,0.08520864209462585,0.0031172872909461615,0.6727994922127187
22,4,0.07432895501970843,0.002289315729714165,0.4304302049952234
22,5,0.08699245314882564,0.003701752758416666,0.6236566903283316
22,6,0.0784950342827956,0.004676853059152924,0.34074487274939713
22,7,0.06996753175299947,0.004036405923001914,0.5616102079916954
