Step,agent_generation,avg_distance_between_agents,avg_knowledge_on_grid,avgcurrentAgentKnowledge,best_knowledge,constant_population,epsilon,error_imbalance,explored_50_step,explored_90_step,explored_percentage,explored_weighted_by_initial_knowledge,generation_params,harvest,harvested_50_step,harvested_90_step,initial_curiosity,mean_age,mean_prestige,number_agents,number_connection,percentage_knowledge_harvested,size,step_limit,steps,total_initial_knowledge,use_distance,weighted_50_step,weighted_90_step
400.0,0,10.284210526315789,0.03349413156760562,0.022727041862768704,0.47145685276964483,0,0.1,5,47,159,0.995,0.9999352127702802,"{'seed': 10, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,124,310,0.0,437.35,16.823131048494083,20,2,0.33885234333941516,20,400,400,20.26423672846841,0,20,116
400.0,0,9.942105263157895,0.03490919202879007,0.020076492041217635,0.5044011827868723,0,0.1,5,46,175,0.99,0.9972223207409877,"{'seed': 11, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,113,308,0.0,435.95,15.436371796524355,20,2,0.3109201694282647,20,400,400,20.264236728464756,0,48,211
400.0,0,10.163157894736843,0.033297648572003444,0.04380010148851101,0.41828200082045736,0,0.1,5,43,172,0.9925,0.9998286801060797,"{'seed': 12, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,162,288,0.0,437.2,17.01568438418962,20,2,0.3427307622157555,20,400,400,20.26423672847062,0,99,166
400.0,0,10.178947368421051,0.03237328857675223,0.04575117977777555,0.4199237848261582,0,0.1,5,42,222,0.9875,0.9802073506089422,"{'seed': 13, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,70,239,0.0,438.85,17.921557179528484,20,2,0.3609768971703027,20,400,400,20.26423672846762,0,22,135
400.0,0,9.926315789473685,0.034185850999607616,0.012246697763765711,0.504544822746734,0,0.1,5,45,187,0.995,0.9999942289256123,"{'seed': 14, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,58,261,0.0,436.05,16.145246005131902,20,2,0.3251983490386007,20,400,400,20.26423672846832,0,28,78
400.0,0,10.21578947368421,0.03276413021613314,0.028017599561472643,0.42846586597930075,0,0.1,5,50,141,0.995,0.9988917351459784,"{'seed': 15, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,82,267,0.0,438.2,17.538532372937006,20,2,0.35326199244200057,20,400,400,20.264236728468354,0,47,145
400.0,0,9.526315789473683,0.03296434640094301,0.045690641372593696,0.4235143305598564,0,0.1,5,38,177,0.9975,0.9994163917721512,"{'seed': 16, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,86,254,0.0,436.45,17.342320511816652,20,2,0.34930988336437585,20,400,400,20.26423672846564,0,24,101
400.0,0,9.578947368421053,0.030869142983595096,0.022896008504112907,0.38489912454056463,0,0.1,5,38,169,0.9875,0.9994896703623057,"{'seed': 17, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,71,221,0.0,440.4,19.39561986082301,20,2,0.39066754110251495,20,400,400,20.264236728467843,0,25,88
400.0,0,10.22105263157895,0.02596745693479744,0.028678839563185392,0.5098006089993136,0,0.1,5,42,130,0.99,0.9995364339315383,"{'seed': 18, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,104,203,0.0,435.7,24.19927218864429,20,2,0.4874229455024528,20,400,400,20.264236728467683,0,53,103
400.0,0,9.731578947368423,0.035199678570778443,0.06391381164172795,0.45605296907396586,0,0.1,5,40,172,0.995,0.9998814200394578,"{'seed': 19, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,177,351,0.0,435.4,15.151694985380232,20,2,0.3051861949217947,20,400,400,20.264236728466567,0,76,203
400.0,0,9.894736842105265,0.03572516929192413,0.03537361934431602,0.4348374694927984,0,0.1,5,38,147,0.99,0.9992199517952689,"{'seed': 20, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,153,347,0.0,435.25,14.636714078667191,20,2,0.2948134238536303,20,400,400,20.264236728470543,0,76,151
400.0,0,10.18421052631579,0.034729057421553695,0.02408442249824358,0.41644276176485584,0,0.1,5,43,150,0.9825,0.984106287952078,"{'seed': 21, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,111,313,0.0,439.0,15.612903711621405,20,2,0.31447588405307714,20,400,400,20.264236728466962,0,54,136
400.0,0,9.878947368421054,0.033522917417678606,0.041109323038259836,0.47378450024215124,0,0.1,5,44,159,1.0,1.0000000000000002,"{'seed': 22, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,101,298,0.0,433.8,16.7949209154295,20,2,0.3382841334343684,20,400,400,20.264236728471236,0,30,149
400.0,0,10.089473684210528,0.040049263697643306,0.015610078392381594,0.4513253916388559,0,0.1,5,44,175,0.9975,0.9890848163479125,"{'seed': 23, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,169,-1,0.0,434.45,10.399101561050765,20,2,0.20945922149863427,20,400,400,20.2642367284658,0,87,268
400.0,0,10.35263157894737,0.038390198952897824,0.029562673466844804,0.5673219045529687,0,0.1,5,45,195,0.9925,0.9782027690866875,"{'seed': 24, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,155,-1,0.0,437.95,12.024985010907853,20,2,0.24220784691160158,20,400,400,20.264236728468475,0,52,271
400.0,0,8.663157894736843,0.03895204688064655,0.019041493460886714,0.525657776602763,0,0.1,5,44,173,0.9975,0.9984270507099953,"{'seed': 25, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,123,-1,0.0,438.5,11.47437404171602,20,2,0.2311174133507272,20,400,400,20.264236728469232,0,78,163
400.0,0,10.136842105263158,0.03527615945717669,0.0421066939313479,0.5376747470646711,0,0.1,5,44,177,0.9925,0.99541889197886,"{'seed': 26, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,84,310,0.0,435.45,15.076743716710581,20,2,0.3036765227358124,20,400,400,20.264236728466813,0,39,279
400.0,0,10.021052631578947,0.036958917447034126,0.029590659169950528,0.5008452782846264,0,0.1,5,42,186,0.995,0.9999645701012446,"{'seed': 27, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,122,334,0.0,438.55,13.427640886649176,20,2,0.2704602114104643,20,400,400,20.264236728466354,0,34,147
400.0,0,9.88421052631579,0.03147127058997023,0.04129361614985379,0.4085823968097777,0,0.1,5,39,164,0.9875,0.9999407428293594,"{'seed': 28, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,103,261,0.0,435.2,18.80553480657233,20,2,0.3787820185546826,20,400,400,20.26423672846661,0,24,114
400.0,0,10.321052631578947,0.0315423136066448,0.04671199206145153,0.3810061438197339,0,0.1,5,47,158,0.9975,0.9999926891071146,"{'seed': 29, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,103,263,0.0,439.6,18.735912650232542,20,2,0.3773796856146223,20,400,400,20.264236728467125,0,31,114
400.0,0,10.063157894736843,0.03478680037975329,0.028336127650590803,0.48656752744996595,0,0.1,5,40,163,0.9925,0.9942656945588305,"{'seed': 30, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,112,295,0.0,434.55,15.556315612589382,20,2,0.3133360837443691,20,400,400,20.26423672846842,0,35,134
400.0,0,10.03157894736842,0.0351150686370912,0.05918248825584425,0.5356012424880442,0,0.1,5,51,179,0.99,0.9847542564267391,"{'seed': 31, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,184,355,0.0,434.95,15.23461272040169,20,2,0.3068563280696975,20,400,400,20.26423672846983,0,95,295
400.0,0,10.178947368421053,0.031522747520429543,0.026370059871562962,0.3992253508984803,0,0.1,5,43,177,1.0,1.0000000000000004,"{'seed': 32, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,91,280,0.0,434.4,18.75508741472664,20,2,0.37776590467590593,20,400,400,20.264236728468404,0,36,99
400.0,0,10.263157894736842,0.03289485514071088,0.05444216708235857,0.39457507661056995,0,0.1,5,47,168,1.0,1.0000000000000009,"{'seed': 33, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,85,276,0.0,438.75,17.410421946848896,20,2,0.35068158586008624,20,400,400,20.264236728467562,0,40,102
400.0,0,10.142105263157896,0.034564177410105444,0.04534440099691528,0.39703306029220553,0,0.1,5,45,187,1.0,0.9999999999999998,"{'seed': 34, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,90,310,0.0,434.45,15.77448612284194,20,2,0.31773048502637696,20,400,400,20.26423672846747,0,36,190
400.0,0,10.094736842105263,0.037905995719179915,0.0254938381151237,0.5510581538413167,0,0.1,5,41,186,0.995,0.9753876814805681,"{'seed': 35, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,173,396,0.0,435.9,12.499504179945088,20,2,0.25176563564455423,20,400,400,20.264236728465907,0,124,322
400.0,0,9.626315789473685,0.03893890851995016,0.007483660200046734,0.5481732589160923,0,0.1,5,50,179,0.99,0.9950725997416218,"{'seed': 36, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,72,-1,0.0,436.4,11.487249635198165,20,2,0.23137675419582618,20,400,400,20.26423672846909,0,23,190
400.0,0,10.147368421052631,0.031652299111837576,0.01523970832498019,0.4355267302153359,0,0.1,5,54,198,0.995,0.99178845579843,"{'seed': 37, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,67,231,0.0,437.65,18.628126855146085,20,2,0.37520865876244,20,400,400,20.264236728468134,0,30,129
400.0,0,9.963157894736842,0.036537568429769046,0.009987051896125584,0.5137500020020674,0,0.1,5,45,194,0.985,0.9700519179306551,"{'seed': 38, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,86,324,0.0,435.45,13.840562923572563,20,2,0.2787773076409064,20,400,400,20.264236728467857,0,30,130
400.0,0,10.30526315789474,0.03358228916517975,0.047021150711736744,0.5924537864765232,0,0.1,5,44,163,0.9875,0.9999221966606915,"{'seed': 39, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,140,321,0.0,437.2,16.73673660286485,20,2,0.3371121821133133,20,400,400,20.264236728465733,0,86,155
400.0,0,10.005263157894738,0.021043993649293852,0.03098385162515917,0.17979904177719053,0,0.1,5,41,218,0.9875,0.9985387308965277,"{'seed': 0, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,66,143,0.1,436.45,29.02426620843554,20,2,0.5846082153248495,20,400,400,20.264236728466763,0,39,81
400.0,0,9.98421052631579,0.025281456935706267,0.05309455902801933,0.27662453022087435,0,0.1,5,40,159,0.995,0.9970707260415823,"{'seed': 1, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,73,182,0.1,434.65,24.871552187751274,20,2,0.5009640427227839,20,400,400,20.26423672846671,0,35,125
400.0,0,9.626315789473683,0.025366093833937425,0.04525839792518991,0.2886192872367221,0,0.1,5,42,147,0.9925,0.9991465406819514,"{'seed': 2, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,50,148,0.1,436.95,24.788608027489108,20,2,0.4992933773162744,20,400,400,20.264236728468497,0,21,81
400.0,0,10.221052631578948,0.01982925863169988,0.03729839847987975,0.14998592726052254,0,0.1,5,48,200,0.975,0.9988449369915957,"{'seed': 3, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,49,123,0.1,437.9,30.21470652568281,20,2,0.6085861234764969,20,400,400,20.26423672846887,0,25,84
400.0,0,9.868421052631579,0.024691709193292537,0.044965674194175506,0.18230772509119172,0,0.1,5,43,150,0.975,0.9983146797220127,"{'seed': 4, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,67,161,0.1,435.3,25.44950497531629,20,2,0.5126051965508978,20,400,400,20.264236728466514,0,34,78
400.0,0,9.878947368421052,0.022360334880578626,0.025769338346040206,0.19589787579984294,0,0.1,5,45,215,0.9675,0.9937286481974641,"{'seed': 5, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,47,119,0.1,439.85,27.734251801783834,20,2,0.5586246809056663,20,400,400,20.264236728469744,0,23,76
400.0,0,9.615789473684211,0.02395620418209083,0.043368183276246294,0.19780717488531965,0,0.1,5,38,175,0.9975,0.9999216194857505,"{'seed': 6, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,69,161,0.1,439.35,26.17029988629802,20,2,0.5271234835420967,20,400,400,20.26423672846818,0,28,103
400.0,0,9.805263157894737,0.024521058193035978,0.06227962221651937,0.20515339339803587,0,0.1,5,46,178,0.995,0.9999131434655171,"{'seed': 7, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,53,148,0.1,435.75,25.616742955565268,20,2,0.5159737122772395,20,400,400,20.264236728465537,0,27,136
400.0,0,9.96842105263158,0.018303092522892986,0.04021216111461132,0.1982394816239979,0,0.1,5,35,246,0.99,0.9997630884432,"{'seed': 8, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,62,127,0.1,437.05,31.710349312307574,20,2,0.6387114349649993,20,400,400,20.264236728466432,0,37,89
400.0,0,9.668421052631578,0.026065397365442756,0.052759543480133765,0.2136791460273108,0,0.1,5,41,168,0.99,0.9984601546940577,"{'seed': 9, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,68,171,0.1,434.85,24.10329056661728,20,2,0.48548967889182537,20,400,400,20.264236728469875,0,23,110
400.0,0,10.036842105263158,0.022479976601744965,0.05615134481039805,0.2330702064713054,0,0.1,5,52,189,1.0,0.9999999999999998,"{'seed': 10, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,53,154,0.1,437.35,27.617002915037506,20,2,0.556263047990083,20,400,400,20.26423672846841,0,17,76
400.0,0,9.947368421052632,0.024453438998534357,0.027104855922098103,0.25565847203736564,0,0.1,5,47,174,0.99,0.9960794494848844,"{'seed': 11, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,60,165,0.1,435.95,25.68300976617495,20,2,0.5173084616765237,20,400,400,20.264236728464756,0,24,110
400.0,0,9.91578947368421,0.02351148722503303,0.04673087775348387,0.2498230309630429,0,0.1,5,41,187,0.98,0.9976235193710902,"{'seed': 12, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,94,182,0.1,437.2,26.60612250422063,20,2,0.5359018444153858,20,400,400,20.26423672847062,0,61,120
400.0,0,10.242105263157898,0.02440106500630826,0.05009101218623615,0.1934053625481096,0,0.1,5,48,224,0.99,0.9949651710436858,"{'seed': 13, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,50,149,0.1,438.85,25.734336278563568,20,2,0.5183422828449465,20,400,400,20.26423672846762,0,21,106
400.0,0,9.647368421052631,0.02116562393810793,0.0384860954925016,0.21082980767141576,0,0.1,5,51,229,0.9675,0.9999041496458646,"{'seed': 14, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,41,114,0.1,436.05,28.90506852540157,20,2,0.5822073296573111,20,400,400,20.26423672846832,0,20,64
400.0,0,9.926315789473684,0.02396214497793624,0.04340102740028383,0.2091566950526207,0,0.1,5,49,175,0.9875,0.9958267241308435,"{'seed': 15, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,48,131,0.1,438.2,26.164477906369957,20,2,0.5270062169324571,20,400,400,20.264236728468354,0,24,89
400.0,0,10.126315789473685,0.02410187465302863,0.05421155838738716,0.20497343609934526,0,0.1,5,39,178,0.9925,0.9972951118064121,"{'seed': 16, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,60,150,0.1,436.45,26.02754282477274,20,2,0.5242480636998842,20,400,400,20.26423672846564,0,26,108
400.0,0,8.610526315789473,0.02132776342189248,0.06194432376717309,0.1715496952880969,0,0.1,5,37,175,0.985,0.9986934439711936,"{'seed': 17, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,47,124,0.1,440.4,28.74617183129156,20,2,0.5790068245318007,20,400,400,20.264236728467843,0,19,54
400.0,0,9.789473684210526,0.017553286913328567,0.04847875767580374,0.18680411022490803,0,0.1,5,44,158,0.97,0.9997736512270656,"{'seed': 18, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,56,116,0.1,435.7,32.44515880968379,20,2,0.6535120044532584,20,400,400,20.264236728467683,0,30,66
400.0,0,8.794736842105262,0.024858487175638388,0.05699680788055628,0.20741121687683375,0,0.1,5,43,178,1.0,1.0000000000000004,"{'seed': 19, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,69,179,0.1,435.4,25.286062552617476,20,2,0.5093131311337681,20,400,400,20.264236728466567,0,35,132
400.0,0,9.447368421052632,0.023093398040109306,0.040632878690530186,0.1912910824885178,0,0.1,5,39,166,0.985,0.9996224819564288,"{'seed': 20, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,83,165,0.1,435.25,27.015849905445712,20,2,0.5441545941345248,20,400,400,20.264236728470543,0,41,131
400.0,0,8.936842105263157,0.023944240522944586,0.06920315629921288,0.21462029453077186,0,0.1,5,41,190,0.99,0.9971314886982189,"{'seed': 21, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,64,171,0.1,439.0,26.182024272258314,20,2,0.5273596367079941,20,400,400,20.264236728466962,0,32,190
400.0,0,9.752631578947367,0.023525009022119195,0.0500351780119521,0.2227251375769695,0,0.1,5,42,166,0.9975,0.9999670101245657,"{'seed': 22, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,59,152,0.1,433.8,26.59287114307771,20,2,0.5356349348393354,20,400,400,20.264236728471236,0,22,105
400.0,0,9.968421052631578,0.02505663777187908,0.047917415015209144,0.23462173055378002,0,0.1,5,44,190,0.9925,0.9980418783035617,"{'seed': 23, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,80,191,0.1,434.45,25.091874968299702,20,2,0.5054017951402779,20,400,400,20.2642367284658,0,48,157
400.0,0,9.910526315789474,0.025551788286801793,0.045418363341781565,0.22009920053981477,0,0.1,5,42,187,0.97,0.9918243062439688,"{'seed': 24, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,77,182,0.1,437.95,24.606627463681953,20,2,0.4956279157377779,20,400,400,20.264236728468475,0,29,158
400.0,0,9.663157894736843,0.02413378686435979,0.025921723442760274,0.23428588337181017,0,0.1,5,44,187,0.9925,0.9994036377213874,"{'seed': 25, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,74,147,0.1,438.5,25.996268857677045,20,2,0.5236181418971636,20,400,400,20.264236728469232,0,48,114
400.0,0,9.794736842105262,0.023098660788918767,0.05515132636632657,0.18620931608543848,0,0.1,5,46,221,0.99,0.9997005331441485,"{'seed': 26, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,56,131,0.1,435.45,27.01069241160335,20,2,0.5440507116368176,20,400,400,20.264236728466813,0,36,104
400.0,0,8.868421052631579,0.023837495400400747,0.06317320793734543,0.2476635497998242,0,0.1,5,42,180,0.9925,0.9999971564830381,"{'seed': 27, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,57,146,0.1,438.55,26.286634492349872,20,2,0.529466700970487,20,400,400,20.264236728466354,0,22,87
400.0,0,8.80526315789474,0.02233757906935428,0.06381499222290293,0.2228752906354263,0,0.1,5,38,192,0.975,0.9998258312740863,"{'seed': 28, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,59,154,0.1,435.2,27.756552496775953,20,2,0.5590738626148184,20,400,400,20.26423672846661,0,24,87
400.0,0,10.242105263157896,0.024139011243143927,0.04886838958529908,0.21220950848139739,0,0.1,5,54,177,0.985,0.9992904014842559,"{'seed': 29, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,60,161,0.1,439.6,25.991148966463378,20,2,0.5235150167934323,20,400,400,20.264236728467125,0,22,78
400.0,0,10.394736842105265,0.02466717137148052,0.03897882136622132,0.204314984651266,0,0.1,5,39,169,0.995,0.9999518030576087,"{'seed': 30, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,56,154,0.1,434.55,25.473552040696692,20,2,0.5130895537392416,20,400,400,20.26423672846842,0,24,113
400.0,0,9.805263157894737,0.023577518463104942,0.06187316603341479,0.20278224341909512,0,0.1,5,48,181,0.99,0.9998357267049042,"{'seed': 31, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,73,179,0.1,434.95,26.541411890908204,20,2,0.5345984400196,20,400,400,20.26423672846983,0,32,129
400.0,0,9.863157894736844,0.021925013351935956,0.04813815277375762,0.16396227932340815,0,0.1,5,43,183,1.0,1.0000000000000004,"{'seed': 32, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,52,144,0.1,434.4,28.160866899850355,20,2,0.567217583455598,20,400,400,20.264236728468404,0,19,89
400.0,0,9.426315789473684,0.02114620739545689,0.03695860680119954,0.22364562096813118,0,0.1,5,45,221,0.9875,0.9996147837715641,"{'seed': 33, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,52,133,0.1,438.75,28.9240967371978,20,2,0.5825905968469008,20,400,400,20.264236728467562,0,27,98
400.0,0,9.710526315789473,0.02342563976195387,0.04308970180101594,0.26937527797747474,0,0.1,5,46,190,0.9975,0.9998527427804584,"{'seed': 34, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,61,151,0.1,434.45,26.69025301803047,20,2,0.5375964054141705,20,400,400,20.26423672846747,0,33,105
400.0,0,9.357894736842104,0.021094719030220515,0.051064975032458694,0.1908805965997778,0,0.1,5,46,225,0.995,0.9999866577542198,"{'seed': 35, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,68,152,0.1,435.9,28.97455533512528,20,2,0.5836069364391505,20,400,400,20.264236728465907,0,18,87
400.0,0,10.021052631578948,0.023283840714318074,0.05019687572600697,0.19789578934719992,0,0.1,5,52,232,0.9825,0.9978708391187159,"{'seed': 36, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,48,153,0.1,436.4,26.829216084717597,20,2,0.5403954064234403,20,400,400,20.26423672846909,0,22,125
400.0,0,9.900000000000002,0.02243018028136503,0.04596910906982844,0.15663313098913934,0,0.1,5,56,231,0.985,0.99733143118273,"{'seed': 37, 'std': 5, 'number_gaussians': 2, 'initCellFunc': 'multipleGaussians'}",0.02,51,134,0.1,437.65,27.665803309009174,20,2,0.5572459879556365,20,400,400,20.264236728468134,0,19,110
